id_empresa,ciudad,sector,antiguedad_empresa,distancia_centro,productividad,numero_trabajadores,salario_promedio,rotacion_personal,crecimiento_nomina,numero_servicios,indice_formalizacion,indice_digitalizacion,indice_competencia,satisfaccion_servicio,aporte_mensual
220,Bogotá,Hoteles,6.5,20.9,64.9,15,3.7,28.0,3.2,1,60.3,63.8,1.7,5.4,8187564.0
221,Bogotá,Comercio,18.8,51.48,63.0,142,3.88,20.8,26.1,0,72.8,75.8,50.3,5.6,30502112.0
222,Manizales,Financiero,5.8,62.82,64.2,8,4.54,13.1,8.9,0,69.9,64.0,82.2,6.1,8293820.0
223,Barranquilla,Comercio,3.6,12.12,54.1,3,5.1,28.0,9.8,0,53.7,47.4,95.6,6.9,5406859.0
224,Barranquilla,Minas,1.8,69.93,50.4,15,4.84,14.1,4.2,1,57.5,58.8,12.6,5.1,8321131.0
225,Bogotá,Comercio,16.3,67.03,60.1,13,3.9,27.5,7.6,2,65.3,77.1,34.4,6.5,9349073.0
226,Bogotá,Agricultura,8.0,32.72,52.2,7,3.13,16.0,-3.1,2,62.4,61.2,19.5,5.9,7162019.0
227,Medellín,Comercio,7.6,28.85,52.1,19,3.95,22.5,13.6,3,58.8,72.9,9.8,7.8,9871621.0
228,Barranquilla,Energía,12.5,68.73,69.6,7,4.59,6.9,6.7,0,74.0,61.9,79.5,6.6,9148252.0
229,Cali,Comercio,15.5,48.05,53.6,15,3.24,20.4,16.0,2,61.2,59.7,83.9,6.1,8755080.0
230,Cali,Comercio,8.2,61.22,67.3,56,3.24,31.6,10.5,1,55.3,69.4,69.6,6.8,14493245.0
231,Barranquilla,Comercio,20.7,19.58,62.5,48,2.89,23.3,0.1,2,73.6,53.7,1.4,6.5,12192959.0
232,Bogotá,Información,21.1,6.61,70.3,80,4.74,10.9,10.4,1,73.4,81.0,86.0,6.3,24192390.0
233,Bogotá,Minas,7.2,78.74,78.7,35,5.35,10.5,10.4,1,78.2,81.1,60.5,6.8,16597694.0
234,Cali,Comercio,2.4,68.81,60.5,34,3.53,21.9,-2.5,0,57.5,76.6,74.8,5.3,10304679.0
235,Medellín,Comercio,3.5,53.1,51.8,14,3.13,30.1,18.4,2,57.6,61.2,39.5,7.1,7476036.0
236,Cali,Profesionales,5.6,55.35,73.9,50,4.42,12.8,2.6,0,71.2,61.2,61.2,7.0,15966098.0
237,Bogotá,Comercio,23.6,68.08,64.9,4,4.02,20.3,7.8,3,79.4,67.2,80.7,6.9,9444302.0
238,Medellín,Hoteles,9.4,72.05,51.6,2,3.56,26.5,4.6,1,63.9,63.1,91.1,6.3,6117568.0
239,Medellín,Profesionales,27.4,43.44,62.7,47,4.56,13.9,9.6,4,67.2,66.0,84.4,7.1,17296049.0
240,Barranquilla,Comercio,5.0,78.27,56.4,5,3.93,25.7,7.6,1,50.0,58.5,76.0,7.5,6183164.0
241,Cali,Comercio,20.1,62.8,55.3,14,4.12,22.8,11.3,1,69.1,44.7,2.1,5.2,8936499.0
242,Bogotá,Transporte,26.5,20.43,61.7,17,3.83,24.3,9.8,1,77.9,68.7,73.5,6.3,10686292.0
243,Bucaramanga,Construcción,8.7,43.08,50.6,35,4.21,29.6,16.2,1,57.2,56.9,26.5,5.4,11620756.0
244,Cali,Manufactura,26.0,5.48,71.0,15,3.57,24.2,-2.8,2,69.2,65.1,64.7,6.9,9519115.0
245,Cali,Salud,8.5,20.74,67.9,6,5.2,9.1,-2.2,1,63.6,70.8,75.3,7.0,8220086.0
246,Bogotá,Comercio,1.1,30.39,65.8,16,4.41,28.6,-0.3,0,58.5,75.4,81.7,5.0,8843026.0
247,Bogotá,Transporte,7.6,65.37,47.8,65,3.36,16.2,8.2,1,64.7,62.7,34.2,7.1,15022068.0
248,Bucaramanga,Minas,5.9,24.51,80.8,11,5.26,11.2,-0.9,2,80.9,73.2,4.7,7.5,11885274.0
249,Bogotá,Energía,26.3,52.59,76.8,47,5.95,11.3,1.2,2,73.8,71.6,53.1,7.5,20587130.0
250,Otras,Comercio,5.7,49.98,45.3,22,3.16,24.4,11.9,0,64.1,50.1,18.4,6.0,7504578.0
251,Bogotá,Comercio,16.9,74.69,52.8,18,3.45,27.0,8.5,2,65.6,75.1,14.3,6.0,9211446.0
252,Bogotá,Manufactura,10.3,76.18,76.5,18,4.65,17.5,8.3,3,73.8,76.8,70.0,7.2,12886137.0
253,Barranquilla,Financiero,10.1,67.16,59.2,3,4.46,6.5,8.9,0,60.4,56.6,1.8,6.5,7035654.0
254,Barranquilla,Manufactura,17.5,65.72,59.3,13,3.74,18.1,7.5,0,63.3,67.9,34.9,5.8,8257692.0
255,Pereira,Comercio,6.6,0.07,59.2,49,3.75,20.6,3.0,2,73.9,66.8,74.8,7.2,22237907.0
256,Bogotá,Comercio,6.7,66.98,67.1,8,3.73,26.1,5.1,0,75.4,66.1,67.9,5.2,12099734.0
257,Medellín,Manufactura,20.8,3.09,74.5,104,4.59,15.4,6.2,2,66.1,62.2,99.7,7.7,26709143.0
258,Bucaramanga,Construcción,10.7,25.29,61.8,33,3.87,26.8,10.0,2,73.1,76.1,81.9,5.8,12991070.0
259,Medellín,Comercio,13.8,20.8,60.7,17,4.17,24.7,8.5,3,61.4,69.6,82.5,8.2,10140724.0
260,Bucaramanga,Comercio,10.7,60.14,56.6,87,3.75,27.7,10.1,2,66.3,59.5,94.1,7.7,19968578.0
261,Cali,Agricultura,6.3,9.74,53.1,3,3.46,30.9,-1.0,1,54.1,55.2,60.2,6.6,5082698.0
262,Otras,Construcción,5.2,11.62,55.8,34,3.97,29.7,10.1,2,67.7,45.8,21.4,5.6,11860063.0
263,Bogotá,Agricultura,12.9,49.57,56.5,26,3.94,19.8,1.1,3,61.1,65.1,67.4,6.3,11099906.0
264,Manizales,Información,10.0,14.73,77.9,15,4.15,10.7,-0.1,0,56.3,63.5,65.0,6.1,9352041.0
265,Bogotá,Agricultura,18.8,68.72,52.9,17,2.27,8.1,9.8,2,74.3,70.4,28.4,6.8,9003014.0
266,Bogotá,Comercio,17.2,68.88,72.0,23,4.04,16.9,4.6,4,74.4,80.6,25.5,7.4,13422848.0
267,Bogotá,Comercio,14.1,3.07,51.6,49,3.55,24.5,4.3,0,66.2,58.8,66.1,5.6,15589846.0
268,Medellín,Comercio,18.2,75.16,54.0,14,4.12,23.4,7.5,2,55.1,59.9,48.5,6.8,8694846.0
269,Medellín,Comercio,10.1,32.04,50.1,8,3.3,23.6,7.3,0,67.4,74.9,32.5,5.7,7295605.0
270,Medellín,Manufactura,9.1,65.54,70.3,9,3.77,18.4,11.2,0,61.9,67.2,44.0,6.0,8519312.0
271,Bucaramanga,Salud,21.8,74.36,60.2,22,3.81,11.8,5.1,0,75.7,71.5,3.9,5.9,10610320.0
272,Cali,Profesionales,12.2,68.07,63.4,113,4.56,17.4,14.2,0,74.1,58.4,8.0,4.8,28219405.0
273,Medellín,Profesionales,5.7,26.83,64.7,9,4.99,2.7,-0.7,1,71.6,66.8,32.4,6.8,9299825.0
274,Cali,Comercio,10.7,38.49,49.5,7,3.4,22.0,8.8,3,55.1,55.6,61.9,7.4,6934166.0
275,Bogotá,Manufactura,17.1,6.68,55.0,30,3.97,15.3,5.9,2,62.9,71.7,37.3,5.3,11401108.0
276,Medellín,Comercio,10.1,71.61,48.6,8,3.74,28.0,13.3,0,69.5,54.4,92.6,6.1,6735981.0
277,Bogotá,Agricultura,11.5,15.66,40.3,1,3.35,25.3,1.5,0,60.6,63.0,73.1,5.7,4738476.0
278,Cartagena,Información,12.0,3.59,57.3,10,4.18,6.3,5.5,1,67.4,58.0,70.4,7.6,8554000.0
279,Bogotá,Manufactura,6.7,19.62,63.0,15,3.67,14.1,17.8,2,61.3,58.4,4.4,6.1,9452920.0
280,Cartagena,Financiero,7.0,7.69,78.8,19,5.43,5.8,1.0,3,74.7,65.9,45.9,8.4,13422202.0
281,Medellín,Profesionales,36.7,61.6,61.8,16,3.81,13.7,6.7,0,76.9,72.6,99.4,5.7,10481849.0
282,Bogotá,Comercio,10.3,14.37,56.8,34,4.07,26.4,2.3,2,64.2,67.2,29.3,6.7,12109385.0
283,Cali,Manufactura,6.0,34.95,73.4,7,5.14,18.1,15.7,0,72.7,62.9,42.9,6.1,9294306.0
284,Medellín,Salud,3.3,6.82,78.5,14,4.69,16.1,15.8,1,76.9,71.7,42.9,6.6,11629372.0
285,Otras,Construcción,20.9,35.13,47.0,30,3.13,20.0,6.8,2,66.8,54.2,80.4,6.1,10585683.0
286,Bogotá,Comercio,4.0,46.26,60.7,3,4.38,29.2,10.5,1,62.6,71.7,41.6,5.6,8733548.0
287,Medellín,Comercio,4.0,57.56,56.2,234,3.57,30.4,3.4,5,63.9,56.2,15.1,7.7,40323784.0
288,Bogotá,Información,3.3,15.62,68.0,17,4.74,9.8,13.1,3,60.5,83.1,8.3,6.4,11661250.0
289,Cali,Financiero,14.9,61.96,69.9,14,5.34,2.5,7.0,1,67.6,71.7,35.5,6.7,11190395.0
290,Bogotá,Manufactura,3.2,39.38,54.6,8,4.52,20.2,12.5,2,61.9,64.0,58.5,5.3,7856956.0
291,Bogotá,Información,8.6,13.75,73.5,6,4.37,17.5,-2.8,0,57.4,78.3,67.9,6.9,7655983.0
292,Medellín,Hoteles,8.4,69.06,54.6,23,3.69,24.6,-1.4,1,54.9,63.8,31.0,7.6,12636519.0
293,Pereira,Hoteles,60.0,74.17,46.5,9,3.44,26.3,0.3,2,92.4,45.5,12.8,6.4,8024330.0
294,Pereira,Comercio,7.2,79.28,50.1,7,2.9,19.5,12.1,1,55.7,48.7,75.6,6.3,6144580.0
295,Medellín,Comercio,13.8,70.13,57.1,28,4.18,27.3,11.1,0,69.8,72.8,99.4,6.8,11428686.0
296,Cartagena,Información,11.8,4.09,81.1,50,4.54,12.2,-7.0,0,77.8,66.6,62.7,5.1,17471882.0
297,Bogotá,Comercio,26.7,71.38,57.8,140,4.23,19.0,-9.3,3,81.8,67.5,49.8,6.9,30298819.0
298,Cali,Profesionales,8.5,27.02,68.9,7,5.05,15.2,15.7,0,73.7,67.7,0.6,6.8,9244903.0
299,Barranquilla,Manufactura,7.6,78.78,55.1,61,4.34,21.8,8.5,1,50.1,59.3,83.9,6.7,15742742.0
300,Bogotá,Comercio,5.7,63.89,55.8,7,3.39,26.9,9.6,1,52.4,68.6,7.6,6.1,6926221.0
301,Cali,Comercio,6.2,17.89,42.4,15,3.1,24.3,0.7,0,58.5,48.7,37.4,6.6,6286483.0
302,Barranquilla,Comercio,7.2,37.43,65.7,11,3.74,31.0,1.4,0,73.3,68.2,89.2,5.9,8875566.0
303,Manizales,Construcción,3.7,11.51,62.1,16,3.12,21.1,13.5,1,61.6,69.2,42.0,5.9,8641117.0
304,Bucaramanga,Agricultura,3.4,15.15,46.5,11,3.54,23.3,10.6,1,53.1,60.1,97.8,6.7,6677618.0
305,Bogotá,Comercio,15.3,64.68,58.2,14,3.43,24.9,11.8,2,70.1,71.6,92.6,6.9,9643778.0
306,Pereira,Construcción,7.8,22.79,47.5,5,2.91,20.6,-0.6,0,64.9,46.1,83.1,5.7,5324960.0
307,Barranquilla,Salud,16.2,34.27,53.8,7,4.43,28.0,13.5,2,59.0,59.4,91.1,6.9,7949739.0
308,Barranquilla,Transporte,6.7,34.48,58.1,38,3.61,28.2,17.5,3,69.0,56.5,53.6,6.5,12746188.0
309,Barranquilla,Agricultura,11.8,10.13,55.5,8,3.21,20.4,4.5,0,58.9,55.4,17.6,4.2,5996286.0
310,Bogotá,Información,7.7,77.91,57.8,21,4.54,13.7,8.8,0,58.5,76.2,47.4,6.3,9663661.0
311,Pereira,Hoteles,27.6,27.52,52.0,24,3.05,24.1,10.5,2,70.8,70.2,36.2,7.7,10932178.0
312,Cali,Construcción,9.6,49.62,47.6,30,2.96,30.6,14.6,0,64.2,62.3,28.1,5.8,9234050.0
313,Bogotá,Hoteles,18.9,6.52,59.2,8,3.7,26.1,5.0,1,76.6,71.4,27.6,6.1,8241557.0
314,Cali,Manufactura,6.1,71.46,57.0,12,3.9,16.6,7.8,2,66.9,67.9,57.3,6.7,8855570.0
315,Bogotá,Información,15.6,57.17,79.1,8,4.96,15.4,3.7,0,89.1,72.7,69.4,6.6,11486695.0
316,Bogotá,Minas,23.7,28.31,71.8,8,5.97,6.8,7.4,1,75.6,67.3,28.3,6.2,10434138.0
317,Cali,Información,8.1,66.08,62.5,3,4.48,11.4,10.8,2,62.9,53.3,67.6,7.0,7547877.0
318,Bogotá,Agricultura,14.2,11.27,49.4,13,3.55,21.4,7.4,3,60.3,61.1,79.4,7.4,8364604.0
319,Bogotá,Comercio,17.7,5.37,58.3,3,3.8,23.9,17.9,1,66.0,62.6,68.7,5.8,8230631.0
320,Cali,Comercio,4.9,76.94,63.5,15,3.82,29.5,9.7,0,55.7,71.3,47.2,6.8,8350304.0
321,Pereira,Salud,2.3,23.59,60.1,7,3.58,18.3,2.3,0,60.8,68.2,3.3,6.3,7049647.0
322,Medellín,Salud,17.6,26.18,54.3,8,4.18,24.2,8.9,1,61.2,62.1,47.1,6.1,7120476.0
323,Bogotá,Profesionales,9.1,21.33,76.1,6,5.4,15.6,1.5,2,77.0,79.1,34.6,6.5,10547773.0
324,Bogotá,Comercio,12.4,66.26,57.7,19,3.82,28.6,-1.4,0,59.1,63.1,50.2,6.4,8146953.0
325,Barranquilla,Comercio,4.3,9.07,52.4,10,3.97,29.9,5.6,2,64.9,59.8,87.5,7.2,7869975.0
326,Medellín,Salud,7.9,24.07,69.0,84,5.67,15.6,-4.2,1,75.4,65.0,93.4,7.2,26377486.0
327,Bucaramanga,Construcción,8.7,9.72,60.6,13,3.18,25.0,9.3,1,61.0,56.0,62.7,6.8,7765926.0
328,Cali,Manufactura,2.7,0.78,64.1,18,3.64,17.6,11.4,1,61.7,58.8,74.1,5.8,14969054.0
329,Barranquilla,Financiero,15.7,38.52,73.1,9,4.33,14.9,5.8,2,71.6,72.1,55.8,7.1,10152172.0
330,Medellín,Profesionales,12.2,78.09,70.0,16,4.77,15.9,4.5,0,69.8,69.6,45.9,5.4,10180749.0
331,Barranquilla,Minas,11.7,21.81,60.5,15,4.1,13.5,5.9,1,70.7,61.3,37.8,5.1,9802441.0
332,Pereira,Transporte,21.1,75.21,47.3,17,3.37,16.9,2.7,1,62.7,56.6,46.2,5.8,7836491.0
333,Cali,Información,8.9,24.87,72.4,21,5.07,9.1,-3.1,1,72.9,67.7,20.0,5.8,12286429.0
334,Manizales,Información,7.1,38.8,65.2,5,5.19,13.2,2.4,2,65.4,62.1,77.3,5.8,8098971.0
335,Medellín,Comercio,15.1,67.69,56.7,35,3.68,19.5,5.0,3,64.1,65.6,15.7,7.0,12148351.0
336,Bucaramanga,Comercio,21.4,2.57,54.2,4,3.15,27.7,-1.1,0,62.7,67.3,65.3,5.8,6302377.0
337,Bogotá,Salud,14.9,25.3,72.0,87,4.79,15.1,7.8,0,70.3,75.2,96.8,5.5,24418594.0
338,Otras,Información,3.8,16.71,62.0,18,4.24,13.6,11.3,0,58.2,58.6,52.4,4.9,8972365.0
339,Bogotá,Salud,7.4,21.97,80.3,13,4.53,4.7,12.9,0,71.0,74.3,43.3,5.4,10886611.0
340,Bogotá,Comercio,10.4,54.31,63.4,3,3.16,33.5,-0.4,1,78.8,69.8,52.7,5.6,7556089.0
341,Bogotá,Minas,2.1,8.15,72.3,1,5.27,12.8,12.2,0,61.3,74.6,34.0,6.3,7616721.0
342,Cali,Comercio,6.4,56.25,65.0,37,3.18,28.2,-3.0,2,65.4,70.0,98.6,6.8,11482003.0
343,Barranquilla,Información,5.0,20.64,63.6,2,4.15,19.9,16.6,0,71.0,66.3,3.2,5.2,7635636.0
344,Cartagena,Financiero,10.0,78.7,61.9,18,4.23,5.7,2.5,2,63.7,54.6,71.7,7.5,9618886.0
345,Cali,Construcción,12.3,40.44,45.0,29,4.36,28.3,0.8,1,55.1,53.6,66.6,6.9,9332396.0
346,Medellín,Manufactura,14.7,78.6,58.8,17,5.0,14.6,7.1,1,69.3,64.5,4.1,4.8,10642399.0
347,Bogotá,Financiero,7.0,35.03,78.7,19,5.65,4.7,21.6,2,81.6,84.3,27.0,6.6,14992993.0
348,Bogotá,Comercio,12.9,54.89,67.1,53,3.13,31.7,4.9,2,71.4,63.1,95.7,6.8,14190787.0
349,Manizales,Profesionales,4.6,52.76,81.4,7,4.55,9.1,1.5,1,76.5,66.7,18.0,6.3,10309179.0
350,Medellín,Manufactura,19.6,64.72,75.7,3,3.6,10.3,1.2,4,80.4,66.7,80.7,7.7,10414891.0
351,Bogotá,Comercio,13.8,3.95,52.2,38,3.91,33.4,6.3,1,65.9,63.8,91.2,6.0,12050297.0
352,Bogotá,Transporte,7.6,16.24,48.6,2,3.92,19.6,13.6,1,56.0,61.7,68.8,6.2,6281372.0
353,Medellín,Hoteles,40.9,66.68,56.2,1,2.0,27.1,8.0,1,73.7,69.8,26.0,6.0,7359861.0
354,Medellín,Comercio,10.3,69.87,51.6,24,4.12,18.0,20.6,2,56.0,60.3,89.1,7.5,10352692.0
355,Cali,Manufactura,25.1,77.01,42.8,14,2.84,12.5,0.9,0,67.6,56.4,77.3,5.7,6679553.0
356,Cali,Construcción,16.4,71.39,62.3,33,4.21,15.2,8.1,1,75.7,65.6,42.9,5.8,14153179.0
357,Medellín,Minas,4.1,65.08,65.3,3,3.05,10.7,11.6,4,56.0,66.4,80.9,7.6,8148609.0
358,Barranquilla,Agricultura,20.5,54.13,38.1,23,2.39,13.9,2.9,0,56.7,44.6,85.8,4.6,6316780.0
359,Medellín,Agricultura,21.8,23.43,40.2,35,2.24,24.4,2.9,3,53.2,69.0,23.6,7.1,12490271.0
360,Pereira,Agricultura,4.8,48.88,49.9,11,2.65,27.3,7.6,3,55.0,54.6,14.0,5.6,6730920.0
361,Bogotá,Manufactura,13.6,12.6,58.0,8,4.59,15.0,12.6,2,64.5,69.1,51.9,7.4,9039831.0
362,Medellín,Construcción,16.7,66.79,49.2,38,3.67,22.2,-0.7,0,65.8,59.7,10.4,5.5,10393547.0
363,Bogotá,Transporte,25.5,33.8,55.9,2,4.36,15.3,10.9,0,71.2,62.4,93.1,5.8,7325483.0
364,Medellín,Transporte,14.8,18.28,53.8,43,3.55,9.3,17.0,2,56.8,64.3,94.2,6.6,12693080.0
365,Medellín,Construcción,8.0,77.86,61.3,9,3.59,18.9,3.1,1,61.8,69.5,10.3,5.9,7667287.0
366,Medellín,Profesionales,2.8,78.91,79.3,4,4.49,20.5,2.0,0,65.5,75.9,24.0,5.6,8457384.0
367,Bogotá,Información,3.8,71.04,74.4,18,5.11,20.3,15.5,1,68.0,79.2,10.5,5.5,12116247.0
368,Medellín,Comercio,12.4,5.87,64.2,39,3.69,30.6,2.4,2,61.6,58.4,33.0,6.0,12556643.0
369,Medellín,Comercio,20.5,0.26,52.9,109,2.97,17.7,12.2,5,65.8,62.0,22.7,6.6,21530309.0
370,Manizales,Financiero,4.4,78.84,50.2,26,4.06,9.8,12.9,1,55.3,56.1,73.6,5.5,9734791.0
371,Pereira,Construcción,7.3,20.61,51.2,19,3.0,30.6,6.2,1,64.7,56.2,62.0,6.4,8131418.0
372,Cali,Financiero,7.2,12.39,56.0,16,4.69,15.7,8.2,0,63.5,68.8,36.1,6.2,9256379.0
373,Bogotá,Transporte,14.8,6.04,67.8,48,5.45,18.9,-2.9,3,65.2,63.1,45.5,7.3,17403992.0
374,Cali,Profesionales,14.6,0.88,76.3,26,4.58,7.9,9.4,1,67.4,69.2,15.5,6.1,13248662.0
375,Bogotá,Comercio,25.9,61.48,66.8,34,3.54,23.5,6.0,4,62.7,65.4,64.5,6.4,12522199.0
376,Cartagena,Transporte,17.8,58.63,61.7,7,4.36,16.2,10.9,0,64.7,56.9,81.9,7.2,8378078.0
377,Bogotá,Comercio,2.7,63.44,56.2,15,4.17,29.3,5.5,2,53.5,66.4,67.1,5.4,8446304.0
378,Pereira,Información,21.5,9.97,62.1,58,4.31,7.3,6.4,1,67.1,64.5,25.2,6.1,17673349.0
379,Medellín,Comercio,11.6,78.38,39.5,192,3.06,38.7,4.6,8,45.9,66.2,58.1,9.5,30625910.0
380,Bogotá,Energía,4.0,77.6,81.1,5,5.75,9.8,-4.8,2,64.2,78.6,66.7,7.5,9102890.0
381,Medellín,Construcción,5.0,34.68,58.2,10,3.19,14.2,10.5,1,57.1,69.1,32.0,5.5,7476098.0
382,Otras,Manufactura,5.6,2.96,55.8,7,4.0,18.4,1.9,1,60.8,52.5,34.2,5.6,6794000.0
383,Bucaramanga,Salud,10.5,12.76,78.9,12,4.1,11.2,3.9,0,81.5,75.7,83.9,6.9,11141832.0
384,Pereira,Manufactura,6.1,29.86,53.6,44,2.7,12.7,8.9,0,67.1,55.1,76.5,5.4,10508916.0
385,Medellín,Información,10.0,68.57,88.0,27,5.65,6.1,10.5,0,75.0,68.3,81.1,6.8,15420033.0
386,Bogotá,Información,9.7,70.81,64.0,8,4.92,2.0,3.4,0,72.7,67.5,55.2,6.7,8575134.0
387,Bogotá,Minas,17.2,71.52,83.2,4,5.5,9.8,2.4,0,78.5,74.6,13.7,6.4,10019527.0
388,Bucaramanga,Profesionales,3.3,53.38,66.2,30,4.48,13.8,1.7,0,68.5,57.1,4.6,6.7,12567698.0
389,Otras,Comercio,4.7,43.27,41.3,5,3.01,31.7,7.4,1,48.1,51.6,99.9,6.1,4442202.0
390,Barranquilla,Comercio,60.0,54.11,62.3,66,3.94,18.9,11.4,0,83.7,56.2,75.4,5.6,19556426.0
391,Pereira,Manufactura,17.8,52.28,63.1,38,3.84,13.9,-7.0,1,69.8,73.0,19.7,5.7,12694997.0
392,Cali,Comercio,4.4,78.16,47.2,5,3.64,17.4,4.4,0,60.4,56.2,89.2,5.3,5393905.0
393,Bogotá,Comercio,24.7,9.98,66.6,15,4.36,29.0,3.8,0,74.9,70.4,79.3,6.0,9388928.0
394,Cali,Hoteles,23.5,18.46,69.5,4,3.6,27.3,3.0,2,70.8,72.4,28.0,5.9,8632905.0
395,Cali,Financiero,2.9,56.18,80.9,6,5.19,7.4,1.8,1,64.6,72.6,34.5,6.1,9485692.0
396,Bogotá,Profesionales,7.8,21.86,77.1,22,4.03,25.7,6.7,0,70.8,73.5,58.0,6.2,11015528.0
397,Medellín,Agricultura,9.4,48.56,41.0,6,2.7,22.5,1.1,2,54.8,66.1,64.3,7.3,5733381.0
398,Bogotá,Profesionales,12.0,75.29,61.1,5,4.49,18.4,13.7,0,77.7,72.7,33.2,5.7,8849652.0
399,Manizales,Agricultura,15.1,60.03,36.4,7,1.75,14.9,3.2,2,53.9,53.2,51.8,6.8,5392265.0
400,Cartagena,Comercio,11.3,20.55,55.5,22,4.01,26.9,15.3,0,62.9,60.1,6.8,5.1,9403175.0
401,Otras,Profesionales,5.1,33.32,67.3,47,3.87,8.2,7.1,1,62.9,60.6,48.0,5.7,14041870.0
402,Cali,Profesionales,31.3,12.31,70.2,12,5.35,7.7,3.9,0,70.2,76.9,8.5,3.9,10739624.0
403,Bucaramanga,Información,5.6,0.36,60.8,76,4.42,12.3,4.6,0,61.6,63.6,18.2,6.8,19780576.0
404,Cartagena,Salud,6.3,58.01,61.9,1,3.88,17.3,2.8,0,54.6,62.5,27.8,6.0,5871854.0
405,Cali,Transporte,23.8,16.05,67.6,35,4.28,24.8,4.8,1,78.5,61.3,92.9,6.7,13985054.0
406,Bogotá,Comercio,19.5,31.71,63.1,8,3.04,17.6,6.9,1,68.9,65.6,80.5,5.0,8262325.0
407,Bogotá,Manufactura,12.2,53.61,64.0,46,4.12,21.9,6.2,5,59.9,66.3,53.6,7.6,15959598.0
408,Bogotá,Manufactura,32.9,54.76,55.5,17,4.34,14.0,7.3,0,74.9,75.1,87.4,6.8,10246599.0
409,Bogotá,Hoteles,8.2,46.41,62.8,31,3.55,29.5,10.9,2,65.5,76.2,77.1,5.6,11727770.0
410,Bucaramanga,Manufactura,5.4,55.7,57.0,41,3.66,22.4,14.5,1,67.9,77.1,25.0,5.7,13612272.0
411,Pereira,Comercio,10.1,0.26,55.4,22,3.86,28.5,6.2,0,55.2,62.3,8.0,6.8,9015404.0
412,Cali,Transporte,33.4,61.33,69.4,28,3.48,13.4,13.4,3,83.5,61.5,95.7,8.0,14215600.0
413,Bogotá,Manufactura,5.9,69.81,54.1,21,4.73,10.0,3.1,3,56.1,70.1,75.2,7.6,10579311.0
414,Bucaramanga,Profesionales,8.1,61.99,62.2,1,4.54,16.0,7.0,1,65.0,65.7,49.1,6.5,7309569.0
415,Cali,Transporte,13.9,48.21,53.6,26,3.61,23.3,-1.9,0,69.9,71.8,62.1,6.6,9404919.0
416,Cali,Manufactura,19.8,30.73,72.6,43,3.84,17.2,10.7,1,83.6,63.0,96.2,6.1,15923145.0
417,Bogotá,Hoteles,13.4,64.22,54.1,18,3.75,25.4,7.9,1,71.5,64.1,73.6,5.5,9477857.0
418,Cartagena,Comercio,2.4,64.53,49.8,22,3.71,27.4,-1.0,2,60.9,58.2,20.9,6.8,8857402.0
419,Otras,Comercio,5.5,35.49,56.2,132,3.63,30.6,15.2,1,67.3,59.7,18.0,6.1,26086606.0
420,Bogotá,Manufactura,34.0,4.78,53.9,29,3.97,15.5,20.5,2,76.8,79.1,20.3,7.3,14291056.0
421,Bogotá,Transporte,6.6,45.45,59.9,10,4.51,28.7,7.1,1,66.7,77.7,40.8,6.6,8458612.0
422,Medellín,Comercio,7.6,67.21,69.3,17,3.58,21.8,7.8,2,76.6,64.1,89.4,6.7,11287576.0
423,Bucaramanga,Manufactura,18.2,77.92,70.8,13,3.92,7.0,10.5,1,75.1,60.2,20.1,6.6,10414364.0
424,Otras,Manufactura,23.3,49.83,56.4,17,3.25,14.9,11.1,0,67.0,53.9,13.3,6.5,9164886.0
425,Bogotá,Hoteles,9.8,0.67,51.5,65,3.49,29.2,0.8,2,69.6,68.5,67.3,7.4,15725998.0
426,Bogotá,Comercio,7.0,35.52,61.4,14,3.4,24.8,15.2,3,70.5,67.8,1.3,6.7,10001023.0
427,Bogotá,Minas,3.1,9.85,75.9,28,4.69,10.8,0.6,0,71.4,73.3,38.7,6.1,12791268.0
428,Medellín,Construcción,2.1,48.62,62.2,39,4.04,30.3,12.1,1,67.8,65.4,46.4,6.7,12975400.0
429,Bogotá,Comercio,12.4,68.93,55.1,31,3.56,27.6,3.5,1,62.8,68.3,16.8,7.1,10026241.0
430,Medellín,Comercio,21.0,59.14,43.8,8,2.79,17.4,-4.3,1,53.6,69.9,79.1,7.5,5180925.0
431,Barranquilla,Financiero,1.1,33.86,74.2,5,4.62,7.9,6.1,0,76.7,76.5,8.1,7.3,9346669.0
432,Cali,Comercio,5.5,63.18,48.5,3,3.81,27.1,3.1,0,57.9,59.6,64.1,6.1,5166910.0
433,Bogotá,Información,7.1,26.8,58.2,52,5.71,12.1,6.8,2,53.0,60.8,80.0,6.6,18542228.0
434,Bogotá,Transporte,8.8,26.79,57.8,48,4.09,15.4,4.7,0,77.4,80.1,14.9,5.9,15165666.0
435,Cali,Manufactura,14.5,14.51,70.4,24,3.78,23.3,4.8,0,65.5,71.5,54.1,6.3,10744889.0
436,Barranquilla,Manufactura,45.6,8.97,62.4,58,4.28,10.4,6.3,3,66.5,58.3,36.4,5.8,18198284.0
437,Bogotá,Construcción,60.0,1.54,57.0,18,4.23,13.6,16.7,0,76.3,68.6,26.6,6.5,12450671.0
438,Bucaramanga,Transporte,13.1,17.04,69.1,30,4.29,19.7,3.5,3,79.4,59.1,14.6,5.9,13695542.0
439,Cali,Información,22.3,24.1,59.6,7,4.9,9.8,0.3,4,60.3,62.8,41.5,7.4,8451899.0
440,Medellín,Comercio,6.2,77.91,61.4,60,3.62,30.1,1.1,2,64.1,65.7,5.0,6.2,15243426.0
