id_empresa;nit;sector;antiguedad;tiempo_afiliacion;num_trabajadores;crecimiento_empleo;uso_servicios;satisfaccion;rotacion;salario_promedio;digitalizacion;formalizacion;distancia;abandono
258;863939191;Manufactura;10.4;8.0;14;28.2;2;40.2;21.6;3.45;76.9;63.0;4.1;1
259;939409577;Servicios;26.1;13.4;17;-0.0;0;27.7;25.5;5.23;62.4;75.8;0.9;1
260;937697312;Servicios;19.5;5.5;109;18.6;0;44.6;18.7;1.63;54.8;53.4;6.2;1
261;828075252;Transporte;2.6;1.3;29;25.3;8;75.1;43.8;4.21;34.9;45.0;13.6;1
262;981167843;Comercio;25.9;13.6;5;16.1;3;49.9;10.8;3.27;26.4;17.3;2.0;0
263;844810192;Comercio;10.3;5.8;24;-5.7;5;75.7;21.8;4.33;32.9;45.1;4.2;0
264;830772239;Comercio;1.0;0.3;15;9.0;7;64.8;5.6;5.57;80.6;76.8;11.2;0
265;954892876;Servicios;21.3;8.0;10;19.8;0;45.7;32.0;2.28;72.6;57.8;0.8;1
266;827642137;Servicios;4.2;3.8;15;-4.7;1;45.0;12.5;1.65;74.7;74.1;8.6;1
267;955744902;Comercio;2.0;0.6;18;-4.2;4;81.6;16.4;3.13;51.5;58.3;4.1;0
268;970978909;Servicios;8.2;5.6;28;5.0;2;59.8;10.1;2.31;27.3;47.2;0.6;1
269;912635189;Transporte;6.6;6.3;8;-9.3;3;67.8;6.2;3.28;52.9;65.1;4.7;0
270;865551712;Manufactura;9.9;8.0;23;7.6;5;49.2;9.3;4.76;49.9;51.0;9.4;0
271;884390013;Comercio;9.3;3.7;18;0.5;2;55.8;12.6;3.53;43.6;36.3;4.5;1
272;881975083;Comercio;9.5;1.9;7;20.1;1;59.1;17.6;2.82;27.3;30.4;6.8;0
273;856669991;Transporte;3.7;1.7;96;9.4;6;66.9;10.2;4.29;87.8;66.5;1.0;0
274;881662897;Comercio;3.5;2.3;27;10.8;1;53.9;22.0;2.12;71.4;82.2;7.9;0
275;961123665;Servicios;18.2;10.3;52;4.4;7;71.0;7.5;4.08;64.9;42.4;12.5;0
276;942869957;Construcción;10.3;3.7;112;1.2;4;46.0;21.2;3.89;80.9;78.5;6.0;1
277;896356259;Servicios;8.6;6.7;45;6.4;4;57.9;16.5;3.11;70.5;58.9;7.4;0
278;839504561;Servicios;17.0;10.0;33;6.6;5;75.2;44.7;3.71;66.6;60.5;7.0;0
279;971192796;Transporte;10.0;6.6;19;10.2;6;85.4;37.1;2.7;68.0;54.4;1.6;1
280;974481961;Servicios;4.7;1.1;8;-6.3;5;64.8;35.6;5.16;87.1;70.8;19.2;0
281;987705995;Transporte;30.1;13.3;5;-21.8;4;55.0;6.2;2.11;62.2;49.7;24.0;1
282;857912246;Manufactura;4.9;1.4;28;1.7;2;50.0;23.9;5.12;90.4;79.1;15.0;1
283;952563516;Transporte;9.4;8.4;18;6.0;5;52.8;18.7;3.45;78.7;76.1;7.0;1
284;990088015;Tecnología;20.4;18.4;95;21.0;6;69.9;24.9;4.18;78.1;58.3;12.1;0
285;852976280;Servicios;17.7;4.0;35;-5.3;5;61.0;33.2;5.51;47.9;42.2;5.2;0
286;822797226;Servicios;11.4;6.7;79;-7.8;5;64.5;32.9;4.68;13.3;39.3;9.4;1
287;952116840;Construcción;13.2;7.8;14;3.1;8;88.5;26.1;2.87;22.5;48.1;27.6;0
288;959155395;Servicios;7.7;6.1;41;10.0;4;53.9;3.3;4.78;62.7;57.8;6.5;0
289;920415064;Construcción;12.6;5.9;13;2.1;3;68.2;18.8;2.46;48.9;50.3;13.8;1
290;971061613;Transporte;20.4;8.2;20;5.6;5;78.7;3.1;3.46;19.1;16.5;4.6;0
291;921330909;Comercio;20.5;8.7;42;-3.7;4;57.9;15.3;2.28;55.9;69.1;11.4;1
292;956531016;Servicios;8.8;6.7;57;-12.5;6;76.5;25.1;3.34;82.8;83.0;1.5;1
293;862109763;Servicios;9.5;2.5;19;6.2;7;73.6;6.9;5.62;74.9;64.4;6.9;0
294;905503371;Tecnología;18.6;4.8;148;9.8;5;68.7;25.6;5.14;80.8;55.8;7.2;1
295;919743271;Construcción;2.5;1.9;14;4.6;5;87.9;20.5;7.38;68.1;43.2;30.3;0
296;969124170;Tecnología;4.0;3.1;50;9.0;3;58.8;35.2;4.92;60.5;69.9;23.5;1
297;885540651;Comercio;8.7;4.0;27;4.4;3;68.2;24.9;3.55;36.1;36.5;0.4;0
298;903902050;Transporte;7.7;4.3;21;12.9;3;52.8;28.8;1.96;87.9;86.5;4.1;1
299;822948688;Manufactura;8.3;5.2;72;9.9;0;56.3;15.9;2.67;31.4;46.3;0.8;1
300;947808868;Servicios;9.4;5.0;37;-4.9;4;50.3;2.5;2.04;55.2;55.6;0.7;0
301;941007399;Manufactura;8.0;2.9;10;-7.4;10;85.0;33.8;2.85;58.2;54.7;0.7;1
302;823020217;Construcción;47.7;17.8;14;-13.9;2;46.9;3.6;6.03;66.3;60.5;5.3;0
303;962321941;Manufactura;6.2;5.5;11;-0.1;5;68.6;19.5;4.16;71.5;61.5;5.3;0
304;982344416;Transporte;14.1;3.4;13;-3.2;2;51.1;13.8;3.55;81.0;79.0;26.6;1
305;912935459;Servicios;6.5;3.5;56;10.5;5;64.5;6.3;4.42;60.5;53.1;6.7;0
306;892588697;Servicios;7.8;4.6;30;8.6;7;76.3;21.7;2.04;30.6;59.0;0.1;0
307;867084777;Transporte;14.9;4.8;8;-7.7;6;70.6;26.2;3.06;36.5;24.5;1.7;1
308;846829240;Servicios;7.6;1.7;19;9.6;3;69.5;16.0;2.6;95.8;100.0;9.4;0
309;920156373;Comercio;27.4;19.8;7;1.5;7;72.9;3.0;4.51;86.7;67.3;1.8;0
310;892651710;Servicios;4.8;1.9;86;9.3;4;51.6;13.9;5.29;81.0;64.8;3.5;0
311;856124859;Tecnología;6.2;2.3;54;14.9;8;71.9;1.9;2.78;66.1;68.7;0.6;0
312;878652373;Servicios;3.8;2.6;15;18.5;5;84.9;23.7;1.93;77.9;87.2;12.1;0
313;992190062;Transporte;3.1;2.6;75;-13.6;6;74.9;12.5;2.12;64.0;69.2;9.3;1
314;968194478;Comercio;5.5;5.0;76;13.2;7;83.7;9.5;3.6;75.1;60.5;17.3;0
315;840329187;Manufactura;6.3;4.9;6;10.2;6;46.4;6.0;3.46;49.9;42.7;13.6;1
316;854242307;Tecnología;5.2;2.1;15;-0.1;8;93.8;4.7;4.41;19.1;47.1;0.8;0
317;972567035;Manufactura;21.7;13.2;18;-1.1;3;63.1;23.4;2.04;44.4;59.4;13.9;0
318;930136003;Servicios;11.7;7.0;15;6.4;4;47.5;5.8;2.89;94.9;88.5;7.8;0
319;815573322;Tecnología;5.6;3.6;179;12.6;5;53.2;24.2;5.51;55.9;45.3;3.4;0
320;925270423;Servicios;16.2;10.1;12;1.6;6;74.7;13.5;3.76;72.4;78.3;7.1;0
321;818943833;Servicios;32.3;27.8;5;3.1;1;68.3;32.1;3.72;69.1;74.7;1.2;1
322;938160521;Comercio;7.3;6.3;53;-9.2;4;68.6;8.9;3.31;33.9;49.5;39.4;0
323;823901182;Manufactura;20.2;4.4;16;-4.3;3;57.1;12.6;3.01;83.6;92.1;2.7;1
324;824862939;Transporte;4.3;2.7;52;17.7;5;61.9;34.4;4.43;88.0;69.5;5.8;1
325;805716655;Servicios;9.3;2.1;136;3.0;6;80.3;9.9;1.98;66.8;73.0;3.7;0
326;882229133;Servicios;4.0;2.0;17;-10.2;3;65.8;10.8;3.49;61.0;69.6;20.8;1
327;912384133;Comercio;10.2;4.0;34;-14.0;4;45.2;34.3;5.27;45.4;42.7;5.5;1
328;917800048;Comercio;8.5;8.2;47;2.9;1;48.9;14.5;1.59;80.8;73.2;1.0;0
329;821699950;Servicios;20.8;6.9;13;4.1;3;74.3;27.4;4.15;48.9;42.7;4.1;0
330;907438914;Manufactura;5.3;5.2;16;26.4;6;86.3;7.4;2.48;41.4;46.0;0.5;0
331;976232559;Manufactura;15.1;12.4;25;24.9;7;73.7;8.7;2.46;81.7;69.2;0.3;0
332;945321141;Servicios;5.0;4.6;17;3.4;6;62.2;5.1;5.38;35.3;63.9;10.2;1
333;932592441;Servicios;18.2;10.9;47;0.6;4;70.6;20.2;3.51;66.2;59.1;15.6;0
334;848347435;Comercio;9.3;4.5;5;-1.4;0;55.1;15.9;2.73;30.0;34.6;5.5;1
335;979696032;Comercio;4.9;3.6;8;16.5;5;55.0;18.3;4.71;43.4;47.5;10.7;0
336;920456043;Servicios;15.1;4.5;12;-6.7;5;60.2;15.6;6.53;54.5;58.6;13.9;0
337;852971566;Comercio;27.9;25.5;153;-0.9;4;69.1;8.5;3.96;28.6;47.1;23.7;0
338;834044319;Comercio;18.3;7.5;21;20.8;9;88.0;32.9;2.37;70.4;69.4;3.7;0
339;817052426;Manufactura;8.6;5.1;31;1.3;4;48.6;13.8;4.62;48.6;66.0;4.1;0
340;842420675;Comercio;7.3;4.4;20;-8.9;5;73.1;16.9;4.23;62.0;57.8;0.1;0
341;966355537;Construcción;5.3;2.2;39;19.7;4;58.8;13.9;3.26;37.9;33.5;2.4;0
342;833974576;Servicios;12.5;6.4;5;-0.0;4;64.0;44.1;2.49;79.2;56.2;9.6;1
343;894960780;Servicios;14.5;4.6;83;-2.0;8;93.5;12.6;4.92;66.7;80.6;2.3;0
344;856730916;Transporte;8.8;8.7;123;3.9;1;39.7;33.8;2.16;42.6;57.7;1.6;1
345;990439396;Manufactura;11.8;10.2;16;6.9;4;65.7;26.4;4.31;47.2;60.5;11.6;0
346;905505528;Manufactura;8.5;1.9;7;-0.2;9;65.7;22.3;3.99;52.0;73.1;23.2;0
347;982434235;Servicios;8.5;5.1;71;16.5;4;66.1;5.3;2.36;65.8;52.3;10.5;0
348;979303220;Transporte;14.4;3.1;19;-0.9;9;91.3;9.1;3.06;34.9;57.9;2.5;0
349;820218114;Construcción;7.0;4.4;45;-5.3;2;45.2;13.1;4.57;97.1;93.4;4.8;0
350;906316585;Servicios;11.8;10.4;36;6.2;7;70.6;16.4;2.29;62.2;58.3;1.7;0
351;967268825;Manufactura;7.8;2.1;16;0.4;4;53.5;7.8;1.51;87.9;77.8;29.0;1
352;890685224;Manufactura;16.5;9.3;41;28.8;5;58.8;23.5;2.47;41.2;39.0;4.2;0
353;879421719;Comercio;13.4;13.4;10;-0.1;4;76.8;1.8;3.71;81.7;64.5;3.1;0
354;970273972;Manufactura;16.5;8.7;11;-10.0;5;51.9;11.5;5.53;61.5;53.5;16.9;0
355;809762361;Construcción;16.9;10.8;33;16.9;2;58.6;16.1;2.64;46.9;55.1;20.2;1
356;945752636;Comercio;4.0;1.8;104;2.4;4;59.6;5.5;2.04;64.2;62.3;1.9;0
357;943008068;Comercio;10.6;2.5;21;5.5;3;55.7;8.1;2.93;99.2;84.4;21.3;0
358;938638649;Construcción;17.4;11.2;36;4.7;5;69.3;21.2;3.16;42.1;56.3;35.9;0
359;929435459;Servicios;7.0;5.8;77;13.7;3;41.9;17.3;3.24;44.1;44.8;3.3;1
360;892296399;Servicios;16.4;8.4;57;10.9;5;68.5;21.0;3.14;34.6;55.8;15.8;0
361;995064084;Comercio;8.7;7.9;10;3.6;1;42.0;13.3;4.07;63.2;50.7;13.8;1
362;950877547;Construcción;8.8;5.7;22;6.6;4;66.4;7.5;3.39;57.0;41.2;1.0;0
363;976702178;Manufactura;15.6;5.2;118;2.6;3;55.9;9.9;3.52;63.0;52.6;15.2;0
364;830607008;Servicios;10.0;3.8;10;-12.1;6;85.1;2.0;3.51;56.3;63.4;7.6;0
365;810019012;Manufactura;2.5;1.2;71;22.4;5;62.3;4.1;5.59;65.8;59.3;12.4;0
366;865751022;Comercio;5.7;1.4;17;-6.7;6;69.2;12.4;3.21;29.3;39.7;0.7;0
367;913679666;Servicios;6.5;5.9;284;2.3;1;46.6;4.7;1.9;64.7;67.7;13.4;0
368;842302522;Tecnología;22.2;14.8;29;11.3;4;62.8;1.5;3.72;34.4;62.6;6.2;0
369;955483320;Comercio;7.0;6.9;8;-7.1;4;65.1;10.0;3.09;58.9;54.6;6.8;1
370;816101848;Servicios;3.5;1.3;18;1.7;2;40.0;24.7;2.18;60.7;60.4;5.7;1
371;900969294;Transporte;6.7;3.7;102;3.2;2;43.4;16.9;5.2;48.4;61.2;2.9;1
372;987518470;Servicios;7.5;2.5;8;13.9;4;61.8;18.3;2.01;57.9;60.6;9.5;0
373;888679436;Comercio;6.6;5.7;16;21.5;4;71.3;21.9;4.17;22.3;34.5;9.0;1
374;855530593;Servicios;10.5;5.7;6;8.8;5;60.8;20.7;3.96;85.4;85.6;7.9;1
375;845018526;Manufactura;32.6;12.5;10;14.5;6;78.5;9.9;2.79;65.4;77.2;5.9;0
376;837329812;Servicios;21.8;17.1;55;-5.3;4;59.6;17.1;5.55;70.6;73.6;8.0;0
377;832258514;Construcción;33.5;12.7;26;13.8;0;31.2;5.3;3.09;48.0;36.3;20.0;0
378;953888885;Servicios;9.4;8.0;37;-6.3;7;91.8;16.9;2.27;74.5;60.1;13.8;0
379;995949156;Manufactura;7.1;5.3;22;-1.2;5;58.3;11.6;6.26;87.8;89.1;5.9;0
380;883355310;Servicios;4.2;2.7;46;5.8;1;29.5;1.3;2.14;46.2;48.0;3.5;0
381;811838939;Comercio;4.9;4.6;26;2.4;5;62.9;1.5;3.59;71.7;69.3;0.0;0
382;939106524;Comercio;4.6;2.0;42;15.8;5;77.4;9.0;3.54;51.3;54.1;13.0;0
383;881604511;Comercio;6.9;2.5;84;24.5;3;67.7;12.2;2.37;42.8;55.5;17.2;0
384;903304934;Comercio;6.5;6.4;17;6.7;4;72.7;8.2;1.77;58.1;52.9;9.8;1
385;835556091;Manufactura;8.8;5.7;45;15.0;5;64.0;5.3;3.14;88.2;78.8;1.6;0
386;985541624;Servicios;9.5;6.3;25;-1.9;5;61.6;19.1;6.93;54.3;65.2;5.4;0
387;959341294;Comercio;21.3;12.7;33;20.8;6;76.0;14.5;4.67;39.1;43.5;8.3;0
388;997583257;Servicios;4.9;3.7;5;15.1;1;64.7;12.2;5.46;62.5;75.4;19.9;1
389;931657735;Comercio;13.3;13.2;37;21.0;5;82.2;18.1;3.0;33.4;28.4;8.0;0
390;954250760;Comercio;3.5;2.8;47;4.5;5;52.9;38.3;1.69;71.9;57.8;3.5;1
391;938421275;Comercio;7.9;4.4;86;22.3;4;57.4;3.7;3.37;53.4;69.0;7.3;0
392;934779868;Manufactura;5.6;3.4;16;-3.7;5;58.6;25.7;5.65;68.0;68.3;4.5;1
393;857679717;Construcción;8.0;3.3;139;0.5;2;52.4;27.4;3.28;73.7;65.7;11.3;1
394;990691567;Manufactura;14.7;13.8;5;0.4;0;47.2;2.3;3.56;35.3;46.1;2.0;1
395;803512026;Servicios;10.7;5.0;26;2.6;1;54.6;20.2;1.89;55.5;66.1;1.1;1
396;873378875;Comercio;4.6;1.5;267;6.8;1;25.0;13.1;6.35;20.9;39.2;18.4;0
397;961081941;Comercio;6.1;3.6;5;6.9;1;34.0;9.0;4.6;59.6;56.3;5.1;0
398;832782667;Servicios;29.6;28.3;45;-5.6;4;53.3;15.2;3.98;85.0;72.1;1.6;0
399;990943874;Tecnología;8.3;2.2;32;2.1;0;33.8;24.0;4.81;53.8;54.6;11.8;1
400;915645757;Construcción;18.6;8.3;34;15.3;5;68.3;18.2;3.28;57.7;63.4;12.9;0
401;814248231;Servicios;7.8;2.8;25;13.0;8;69.6;6.7;4.7;70.7;71.7;1.6;0
402;850931531;Servicios;6.3;2.2;36;9.9;4;53.0;21.8;3.43;86.0;62.4;14.2;1
403;851128491;Servicios;10.0;2.2;54;5.1;5;90.0;6.5;2.6;82.2;72.9;19.9;0
404;958682675;Comercio;3.5;2.6;54;-1.0;1;46.5;11.3;2.28;86.3;84.6;4.8;1
405;886255815;Servicios;13.2;3.4;8;-3.9;4;55.4;26.3;3.0;39.0;58.9;4.5;1
406;810848828;Servicios;5.4;4.0;19;-10.6;4;68.3;10.8;3.45;29.1;46.0;0.8;1
407;888562311;Comercio;11.1;3.9;5;1.5;4;64.8;8.0;5.42;68.7;66.1;12.7;0
408;803489276;Construcción;5.5;1.8;214;-2.0;4;55.3;10.7;4.09;65.1;84.9;3.9;1
409;865894960;Servicios;4.5;3.1;31;5.3;7;94.5;21.7;3.16;78.9;72.1;5.3;0
410;956209645;Construcción;2.1;1.3;24;1.1;0;37.4;4.4;3.25;25.0;33.6;6.5;1
411;973908165;Construcción;37.8;18.0;12;-0.1;5;48.4;6.2;4.29;70.7;71.9;50.0;0
412;962256900;Manufactura;2.9;2.6;14;-5.8;6;64.0;1.1;3.29;73.0;68.3;1.9;0
413;978558130;Comercio;4.9;1.8;71;7.9;1;44.4;24.9;4.58;57.8;54.2;0.0;0
414;870161215;Manufactura;5.1;4.9;51;-10.7;3;69.3;5.0;3.19;68.2;58.5;3.0;1
415;870482215;Servicios;10.7;9.5;20;-6.0;3;34.6;21.3;2.01;60.4;80.3;2.6;0
416;936169687;Servicios;15.5;9.3;114;11.9;5;80.3;48.5;2.86;67.6;66.1;8.4;0
417;907836304;Servicios;7.2;3.9;26;21.8;4;44.4;29.7;2.34;28.6;46.9;35.4;1
418;972723391;Servicios;17.9;16.3;21;-8.9;2;54.0;20.8;2.47;86.6;71.7;9.4;1
419;864867485;Servicios;13.8;7.8;31;6.3;4;66.7;24.3;6.65;46.1;54.4;10.0;0
420;802782505;Comercio;7.2;5.0;24;-10.1;5;71.1;8.4;4.16;30.5;34.7;17.2;0
421;888538442;Servicios;8.7;2.5;39;8.9;4;60.1;10.4;2.72;74.4;78.2;11.1;0
422;964162846;Comercio;6.6;6.2;5;0.2;6;50.4;12.6;3.37;32.3;24.7;9.5;1
423;864648394;Manufactura;13.3;3.4;10;22.1;6;70.3;34.3;2.74;45.5;64.2;35.9;0
424;875348586;Construcción;6.7;3.7;63;9.6;1;63.3;24.6;3.53;93.9;78.1;1.7;1
425;864450369;Comercio;3.7;1.1;12;3.8;1;45.5;15.6;4.83;74.6;71.3;0.2;1
426;902845150;Servicios;24.3;23.0;25;10.0;5;78.2;14.7;2.82;55.1;65.7;2.5;0
427;887979588;Servicios;19.1;11.8;23;7.8;6;72.5;14.8;3.24;85.4;79.8;7.6;0
428;940398520;Comercio;6.6;5.9;25;15.2;6;66.1;8.0;3.26;59.5;55.8;4.0;0
429;892839101;Construcción;10.8;8.8;59;21.9;5;63.4;4.1;1.65;35.9;38.8;10.3;0
430;881691751;Servicios;6.5;5.2;22;4.2;8;88.9;34.3;1.99;58.0;74.8;7.4;0
431;867833651;Servicios;9.7;8.3;8;6.7;2;56.5;32.9;5.04;29.3;51.4;1.3;1
432;807624224;Comercio;26.1;9.2;8;0.8;6;81.4;7.9;3.19;24.6;44.6;29.6;0
433;973834648;Servicios;46.4;16.3;8;-7.5;7;69.7;16.2;2.31;69.7;93.0;28.1;0
434;992079905;Comercio;9.1;2.9;63;3.1;8;75.3;32.2;2.52;45.3;51.1;6.2;0
435;800334583;Servicios;19.6;11.5;113;17.5;7;74.9;7.3;2.53;89.9;64.5;1.0;0
436;880912174;Construcción;24.2;19.2;19;13.7;4;56.3;7.0;3.84;93.0;73.2;13.4;1
437;847303751;Tecnología;29.2;17.3;8;10.6;3;42.4;13.6;4.0;40.9;31.4;2.7;0
438;845541350;Servicios;6.0;1.8;16;-15.3;5;63.7;4.9;2.56;72.8;66.7;0.3;0
439;819187248;Manufactura;7.7;1.8;5;28.9;5;73.6;18.6;1.88;68.2;65.5;10.9;0
440;962003824;Construcción;7.1;6.3;14;-6.4;4;61.9;4.0;3.19;82.5;69.6;5.5;1
441;984934883;Servicios;31.6;16.9;52;-5.1;4;47.0;18.6;3.79;33.4;26.6;46.3;0
442;807278208;Servicios;18.1;10.5;5;-6.2;4;58.0;18.6;3.43;77.2;64.7;24.5;0
443;840705377;Comercio;8.8;7.1;43;-12.4;5;70.8;5.1;3.01;93.9;98.6;7.3;1
444;920817025;Servicios;5.4;4.3;21;-19.8;6;60.4;21.9;4.12;68.1;66.1;18.7;1
445;857070955;Servicios;5.9;5.1;33;-2.5;6;71.8;11.4;2.51;67.8;62.1;20.3;0
446;951061434;Transporte;4.1;3.3;30;4.8;6;74.0;39.7;3.59;84.0;87.2;10.0;1
447;984714316;Servicios;5.3;4.4;100;22.1;7;80.1;6.0;2.39;89.2;68.0;3.1;0
448;937073999;Manufactura;6.6;4.4;25;-7.4;5;71.3;28.2;2.8;53.1;60.4;13.7;1
449;924896115;Comercio;9.1;5.1;7;-8.9;6;64.9;6.1;3.39;87.3;89.6;15.7;0
450;922114334;Servicios;23.4;14.9;9;25.4;2;36.3;31.6;4.14;42.8;50.6;16.6;0
451;854282389;Manufactura;10.6;2.2;22;-19.3;1;45.5;20.4;3.72;74.0;71.8;13.1;1
452;932645086;Servicios;7.8;3.2;29;-17.9;3;60.9;13.7;3.06;35.7;50.7;0.8;1
453;952625940;Servicios;4.5;1.9;25;2.5;6;70.6;4.7;4.31;21.9;40.2;22.5;0
454;962433723;Servicios;4.4;2.8;35;13.7;9;81.8;20.6;2.16;82.1;63.8;0.1;0
455;917259937;Comercio;6.2;1.7;7;8.3;5;68.2;1.9;5.04;88.4;71.5;8.4;0
456;828600020;Construcción;37.4;30.9;18;-0.5;2;52.8;5.4;4.06;33.0;26.2;6.1;0
457;985277339;Comercio;17.7;11.3;22;1.0;7;81.2;5.1;3.37;64.4;51.9;6.3;0
458;973631186;Comercio;12.8;8.7;23;-4.0;4;55.1;8.3;3.35;43.1;48.5;7.3;1
459;892262953;Comercio;7.5;6.5;10;8.0;5;56.5;28.2;1.36;40.8;51.6;5.0;0
460;810368794;Construcción;40.2;40.2;54;-17.9;3;56.5;23.1;2.37;63.6;75.6;4.8;0
461;892031806;Comercio;17.5;5.8;38;-3.9;3;51.8;21.5;4.03;82.7;71.6;4.1;0
462;846866652;Servicios;13.1;8.2;10;-12.9;5;64.2;13.6;5.68;46.0;47.6;8.6;0
463;952286635;Servicios;7.7;7.0;60;-12.1;4;45.9;9.1;3.54;31.0;49.0;5.5;1
464;909280747;Comercio;10.7;10.6;15;14.2;6;77.0;16.8;2.12;93.6;76.2;24.3;0
465;817858901;Manufactura;11.0;10.6;8;1.5;8;86.6;18.0;5.81;45.8;61.4;7.6;0
466;816776099;Servicios;17.1;5.7;15;-9.2;5;69.9;28.7;1.92;56.5;55.1;2.2;0
467;968128671;Servicios;4.5;4.1;20;-13.6;7;75.2;29.1;2.93;84.6;84.7;3.2;0
468;975547544;Servicios;12.0;9.7;8;4.6;4;76.0;0.7;4.89;55.1;38.4;6.9;0
469;821794106;Tecnología;21.7;5.0;24;25.4;9;97.1;4.3;3.35;68.9;80.6;0.1;0
470;931063142;Comercio;5.1;4.6;21;7.7;9;100.0;29.3;2.96;30.4;45.3;14.4;0
471;820549610;Comercio;12.2;11.8;8;9.8;1;50.4;32.5;2.85;55.3;38.1;7.7;1
472;860169968;Servicios;6.7;2.4;57;-2.6;4;54.5;39.2;2.5;37.4;61.8;22.7;1
473;990330982;Manufactura;17.2;14.3;5;19.4;7;69.8;19.0;5.84;27.1;34.5;16.3;1
474;899289584;Comercio;6.1;5.8;63;10.6;8;78.0;12.1;3.3;84.0;69.1;14.7;0
475;903694522;Transporte;14.3;3.1;21;5.7;0;39.8;4.9;1.82;49.3;47.4;5.7;1
476;878395243;Servicios;3.5;2.4;38;6.9;0;23.0;6.2;3.9;40.3;46.3;0.5;1
477;853125539;Comercio;50.0;18.2;31;15.6;3;51.0;18.9;4.78;45.6;55.0;16.1;0
478;812993153;Manufactura;5.5;1.5;24;20.4;2;47.1;8.8;3.85;39.5;58.5;45.0;0
479;827587507;Servicios;18.3;6.5;30;5.1;1;21.3;9.6;2.4;84.6;71.6;6.3;0
480;913111084;Servicios;5.8;1.7;260;5.5;5;56.9;39.3;3.7;92.7;75.5;0.6;0
481;901083069;Manufactura;16.7;10.9;20;-1.8;3;69.5;19.8;3.5;42.3;74.4;1.1;1
482;934143912;Tecnología;8.4;2.9;10;-11.3;2;60.1;10.2;2.52;78.9;66.2;13.3;0
483;882958582;Servicios;28.9;16.7;15;10.7;4;53.3;25.9;3.24;62.3;72.6;5.8;0
484;979386273;Comercio;6.9;5.6;12;2.5;4;68.1;21.3;3.2;63.6;60.4;2.0;0
485;938591290;Servicios;9.4;5.8;107;-6.9;6;89.2;13.8;3.26;73.1;70.1;7.8;0
486;833235800;Servicios;50.0;19.8;62;5.5;5;71.5;5.1;2.25;21.1;46.2;6.4;0
487;960617206;Comercio;33.3;20.4;13;22.6;7;71.8;5.9;2.53;85.9;55.0;0.8;0
488;872929551;Manufactura;5.8;4.0;103;4.9;4;62.4;13.8;5.34;74.9;56.0;13.0;0
489;929208429;Servicios;4.4;1.9;17;-5.1;2;51.6;6.1;2.47;47.0;53.1;14.8;1
490;830142777;Servicios;4.6;2.1;43;34.3;5;57.3;18.7;1.61;60.6;55.7;0.1;1
491;999695533;Servicios;15.3;7.1;10;10.5;5;75.9;2.0;2.73;67.2;60.7;2.5;0
492;970386388;Tecnología;3.8;1.1;13;-0.8;2;54.6;18.7;3.89;43.4;43.4;19.5;1
493;841475753;Comercio;8.5;1.9;19;23.4;5;55.6;20.0;4.86;76.0;73.0;4.8;0
494;889249070;Comercio;8.4;2.7;50;12.2;2;75.0;14.5;4.19;53.7;47.8;17.3;1
495;823764180;Servicios;16.7;16.2;38;-6.6;3;44.3;10.2;4.12;58.1;66.3;0.8;0
496;872754736;Construcción;11.7;6.8;6;6.0;4;58.1;21.8;2.26;44.6;45.6;10.3;1
497;875765629;Servicios;4.2;2.1;13;10.2;4;57.3;13.6;4.75;51.8;66.6;9.0;0
498;961155648;Servicios;4.8;2.9;21;-0.1;5;81.5;33.2;3.04;73.5;62.8;4.3;0
499;958978499;Tecnología;10.0;4.3;32;-3.1;5;72.4;14.2;4.32;66.2;48.1;2.1;0
500;832732707;Transporte;11.4;6.3;76;14.5;5;83.3;14.0;3.49;58.3;65.1;7.8;0
501;922619688;Servicios;3.5;3.0;9;28.5;3;40.1;11.6;2.32;13.1;41.6;17.7;0
502;838893095;Servicios;5.2;5.1;65;12.8;6;72.1;10.0;4.43;57.3;66.9;12.0;0
503;895842225;Servicios;7.5;4.1;60;2.6;3;68.4;6.4;6.49;64.5;76.3;4.3;0
504;837742805;Servicios;47.9;27.8;11;-2.2;9;93.7;9.0;1.86;47.1;51.8;1.3;0
505;903834051;Comercio;1.0;0.2;76;-14.9;6;70.1;4.6;2.06;66.6;61.6;27.3;1
506;916017644;Manufactura;13.2;3.9;6;4.2;9;82.5;24.9;1.86;47.2;60.8;2.3;0
507;808578716;Manufactura;2.6;1.6;5;12.6;4;61.0;11.4;7.44;71.0;68.3;3.6;1
508;999992211;Comercio;11.0;10.1;37;-13.9;4;46.9;15.9;3.51;90.9;93.5;1.1;0
509;961930794;Manufactura;14.3;6.9;10;6.7;6;77.5;6.6;4.0;54.5;61.6;18.3;0
510;941904561;Comercio;13.3;11.6;32;2.9;5;68.1;28.1;2.9;64.6;71.4;1.0;0
511;822369749;Servicios;6.8;5.9;13;5.9;2;66.0;3.1;4.61;19.7;21.2;13.6;1
512;891400652;Transporte;8.0;4.8;24;1.6;1;57.3;2.0;3.41;60.6;59.3;17.5;0
513;803505829;Comercio;3.4;0.8;22;1.6;4;93.0;10.6;8.21;48.9;58.1;4.0;0
514;820500947;Servicios;27.8;24.2;36;-5.8;6;85.2;25.6;2.95;75.7;73.8;30.5;0
515;972386997;Servicios;6.8;5.1;22;17.6;9;90.4;0.7;1.92;51.2;60.3;36.1;0
516;976900003;Servicios;11.2;5.0;25;19.0;7;67.9;26.3;3.87;14.3;41.7;3.3;0
